ccode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497601394,1.123485295,1.133828045,1.810109431,2.304606007,4.424748747,1.705071221,1.52680961,1.703504806,1.925004554,2.750154239,3.155151257,
SSF,,,,,,30.10165654,29.82721284,31.76893401,31.43647876,31.94586123,29.71871692,32.8455698,30.97469655,32.35319395,29.78063997,30.24649083,27.30156407,28.4587839,29.96510002,28.50188528,29.84089478,21.62086903,22.51717622,27.63051017,27.978487,26.14375809,29.08479793,32.39918541,32.21712195,33.50298543,33.51176609,,46.49100444,47.28410426,49.91343368,45.8103914,40.53178053,39.52442985,36.95009975,55.74555303,51.46846285,50.6215935,38.89835122,46.56408043,51.83911985,53.75307734,55.48974973,56.09247745,46.71756917,49.01373896,50.31515511,45.91558036,45.5714417,42.38311922,41.35136382,40.98851702,41.00420684,42.95429053,40.56697377,39.64922304,37.33655167,35.60710764,35.78806524,
SST,17.44746483,17.11332612,16.80923184,16.59245956,17.02901614,,,19.83377266,19.94112916,,,,24.72957065,27.3378271,21.28678074,21.54726882,21.20949206,22.45726184,23.8520258,22.06001174,21.56495319,23.47991691,26.54246017,29.8089753,29.10263026,30.72282628,33.11711794,33.2285297,32.245363,33.25152742,29.73650725,33.23831752,35.30516481,32.17092638,31.09057514,31.3652242,30.71714922,32.95415337,36.70828377,37.2939744,36.96777065,49.56524927,50.26092414,53.10116567,54.24148761,62.88359087,66.56172149,68.2281032,63.8437415,70.73635613,63.62781772,58.03184356,54.92526621,55.69146224,56.54751055,67.44645947,70.0695583,69.32518818,66.3723737,72.73582872,92.03713565,83.53705684,74.84385997,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.357666131,5.678818659,10.03687483,15.52071691,22.22937739,26.11988033,30.79286821,27.62580186,32.69622578,39.18594163,39.74666235,41.0031613,36.32589911,32.74417004,33.25682932,31.4994056,29.43870865,24.77109076,22.49003632,19.89160485,17.68806886,,
SUR,,,,,,,,12.23380154,13.17381396,14.93934142,16.77519098,17.52491694,19.00785382,18.0100162,18.27253873,16.90870032,22.78536103,22.17381138,24.53569001,26.90798722,28.98553459,30.72890889,33.62185792,35.09337861,36.31018519,39.50572738,40.82996633,39.43622449,40.43023256,42.7799484,37.82312049,40.72260656,40.61921239,21.50322404,8.201094459,6.592384922,13.18820818,17.17035154,18.17809342,14.5262095,7.911978621,8.787978272,15.96538389,17.22718318,18.75587186,19.31981872,17.48841113,21.3584595,23.86463972,24.40769772,24.01853927,23.65726607,24.19478962,27.8152814,29.73024355,33.73302061,36.32938764,28.28688665,24.27807781,23.09408338,24.22090756,18.2605811,20.29156109,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75434528,37.37654708,40.67758096,44.8911569,44.31885914,45.90598542,46.20796107,47.78099809,49.63547412,52.49673614,56.92015981,60.0834344,61.71619412,62.54239793,66.26335173,66.17490687,66.93039979,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186169862,52.28855019,60.01031257,71.06131771,76.40323456,83.07353646,85.05647729,81.84657643,79.27221024,65.346114,54.50106515,49.87897734,46.64102265,45.06260547,43.30880726,42.34111402,43.28696729,40.9074897,41.0710789,
SWE,35.82984165,34.9857423,35.3848364,37.66501884,36.89531761,37.57396456,37.53623764,39.23978577,41.37132329,39.91078109,36.86899768,36.86804414,37.59298778,37.73445112,36.98291873,35.16595293,35.11090834,36.68176611,36.5002524,37.51725909,36.57698874,36.78024566,38.09034546,35.97540765,35.90556107,34.7673277,37.25011505,39.14562955,45.88681827,50.19589493,51.04847155,47.35895802,47.3660536,38.093974,34.23897267,31.29481066,31.8545885,34.73217247,35.84329081,37.46580914,39.81025276,89.5850957,89.80437956,89.84032482,91.49878065,99.13598548,102.5872707,110.9794421,117.7099705,123.928346,122.5188403,123.994737,128.1020527,130.4165072,129.3692787,126.6334465,128.5219741,131.2817426,131.8737876,131.0853353,137.7534118,135.0812294,132.3277557,
SWZ,,,,,,,,,,,,,,14.67532468,16.29398664,20.44652908,19.6464135,18.45612708,25.45104659,24.66560969,23.28847931,26.43641445,24.06698647,23.67690318,21.38629198,19.83214953,16.10893501,17.38972505,16.87745503,18.67293913,16.40001064,20.79355921,18.6461085,16.86611558,18.12241191,15.0610498,14.30656316,14.00773084,13.44103882,13.09764402,10.9813303,8.805918643,10.23756404,12.74902671,15.34120088,17.1665589,19.06984435,21.20887946,20.30887361,20.59913601,19.12622396,22.3784841,19.18811017,20.84792992,21.16339498,20.44698146,21.0502043,20.91493655,20.8862512,20.90623287,21.76687524,20.63534121,21.14571059,
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,,,,,,,,,,,,15.76763485,20.599022,23.95418327,20.6097561,19.0211732,22.83948085,23.72262774,23.04976463,19.28278943,15.97558222,15.07629679,14.00784753,13.13875127,10.76179408,8.369872711,6.903471608,6.228139733,6.194026909,7.203342436,6.827723513,7.433182171,7.053717593,7.065521343,8.701697886,10.68384076,11.82678044,12.87302662,13.50175358,14.2154305,15.55773774,16.98807977,19.10971509,24.58132621,23.78869452,23.37995387,21.39595125,23.78910644,27.52360663,19.98824476,24.1478405,22.38361636,20.85103833,21.3575924,24.35046872,25.06679548,26.35767072,,,,,,,
SYR,25.2688269,21.69636496,20.53202644,20.24768645,18.03642349,18.38583365,20.72715972,10.53671422,9.788875471,8.687162795,8.104411765,7.115936603,6.266796706,6.624074637,4.37866835,4.181676943,4.634984833,4.958353385,5.098644602,6.253399702,5.741174176,5.304893808,6.501424667,8.102222647,8.733375806,8.200060078,7.60589595,7.024085442,6.486586723,7.694454551,7.45706747,8.597719891,9.567688292,10.74476441,10.34246129,11.15057577,9.644962706,9.838284585,9.186849416,9.198600401,8.468831767,8.064820823,8.217750972,10.1042393,11.65451487,14.76462729,14.69855839,15.08498807,17.53817397,19.63745523,21.93645555,20.74252479,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,3.498552192,5.200777797,4.599107161,5.390332869,6.357212629,6.361799493,7.11945391,8.810955078,9.605884373,10.17399813,8.454452782,6.809354621,6.385895328,7.823712662,9.44879244,12.09582207,9.35141828,10.26766574,12.41393889,17.86838874,17.17232855,13.11880524,10.93846839,10.2315411,11.43651083,13.99422688,20.28257661,21.21364529,7.035728355,6.430632201,6.481099041,5.948406425,6.08781622,5.034537345,3.625668697,3.850477656,3.642482509,3.234293286,3.306278479,3.586104606,3.479363697,4.338486053,4.212367312,4.194897442,3.133762659,2.541741742,2.215311532,2.397706849,3.062224095,3.9310258,4.236720737,4.848502221,5.817331385,6.089035107,7.801528789,8.352517763,12.47311163,12.15539411,11.24890994,9.934604269,10.07449861,11.92052919,,
TEA,,,,,,,,,,,,,,,,,,47.10028125,47.02309578,46.83976427,49.79437314,52.86866379,53.74415192,55.34084916,58.1056418,63.2440114,71.6922332,72.57217761,69.33904135,72.55125388,77.03636635,78.84874744,80.08886735,89.42453927,81.03019835,80.87513661,87.61953966,95.54371402,101.5598861,104.9066577,105.469505,104.9542933,111.0374418,118.1073278,112.2047002,105.9490432,103.6389584,101.5347484,98.23578711,111.072127,111.3697854,110.0963533,116.1029504,122.1572168,128.054193,139.6821937,142.3093737,141.4006661,144.854175,150.7074227,167.3041532,164.2882921,169.6966196,
TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75700858,45.06559479,45.61818948,45.72712947,47.20498394,50.61741408,54.36514431,53.96555334,53.1664054,51.84263138,49.94776673,49.44676697,54.19883071,50.54462516,,
TGO,,,11.08024305,11.31053596,10.83537695,6.840960245,6.949151037,7.578947169,9.961604334,9.150876873,11.93021187,11.95817945,12.0449131,14.71964987,12.05040783,18.62433902,21.65675705,23.15706775,27.42311843,30.6826572,27.45772598,24.2772472,26.37111141,23.73543602,23.04270239,20.83074355,24.87721874,25.6868936,24.36890892,22.59265739,22.57244944,24.85875359,25.01696035,29.57310711,18.7867224,20.08049948,18.7968819,17.76928358,17.34195972,15.12894673,13.95325198,12.8342332,11.47305837,14.19487187,13.20846992,14.34731074,15.88030105,16.16573465,13.62331566,14.17623689,15.71451691,20.08610356,21.87679062,27.24755745,25.47542234,29.17512663,30.41710563,29.63987689,27.80623122,27.59331132,26.89351313,26.5214969,27.54720991,
THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3625511,105.7597639,108.9833527,115.7475686,130.672938,136.2309986,142.3632027,145.5642258,149.3732535,146.2239494,144.6403073,144.0887917,143.3691634,160.1124025,164.2984228,156.3838141,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.825902,22.83990142,14.17053945,16.03704339,14.64830628,18.54142399,21.77536177,21.57390776,19.09622873,13.01458571,11.94225244,11.58236731,13.03200297,10.34419842,10.62545235,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65930572,,,,,34.23934418,33.41984624,30.4464659,25.11333069,23.27836774,22.16568976,21.83118246,22.32141303,21.87399331,22.5212912,24.57821282,27.86166782,31.77635747,34.20595029,36.21495309,39.11315047,42.83167975,45.08409007,46.86164627,49.07067312,48.63587139,48.22112903,48.2856904,53.04013439,54.79912509,58.52895811,55.95077253,56.2785511,
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.361502473,5.375330024,20.05172393,22.91088898,24.56187501,18.51565926,15.79726711,14.24335067,12.43415795,12.73647538,13.79165183,13.0233995,13.24748078,13.28122416,12.5834161,16.24415546,15.95344413,13.00590214,13.42464736,8.383067936,12.73887544,
TMN,,,,,14.65999541,16.96274484,17.00921407,16.69708071,18.18302499,19.6668433,19.07890104,19.26255625,21.97852299,22.12863353,18.433501,23.12570504,23.62640369,26.03300956,,30.49757437,31.62058778,31.8698598,30.14493745,29.84920311,29.78554388,30.66918102,32.65446119,32.80083533,34.21134174,32.75960115,,27.94224264,21.21019575,21.34608224,21.99240695,23.46507832,22.58771758,24.03401191,26.99838941,28.64982473,30.27509884,31.77305077,31.44054325,31.24749127,29.30222896,29.30599969,30.76672699,31.60495224,30.27158505,33.35679998,37.25191242,38.76312711,37.39450555,35.13198252,38.01330151,42.23900947,46.45998073,,,29.67538018,34.9869621,34.15347147,,
TON,,,,,,,,,,,,,,,,2.690088153,8.495125881,10.42001631,10.44675432,13.73404306,15.61798473,18.39632221,22.20188584,20.70930594,21.48447638,25.44361497,24.72432146,29.43062665,36.23588979,39.0809579,37.68653674,32.09110214,30.12315724,31.68518808,30.31877048,35.50658304,35.59282573,40.40727178,42.26962051,37.85605318,40.5102913,41.88081711,44.03040953,44.61535759,40.57754786,52.8335931,48.23008556,55.07533112,52.27329763,48.01208855,39.92720723,32.9748582,30.61997181,30.68214766,31.57626235,34.08393198,37.41418886,37.99066258,39.67204527,37.76093187,39.52131237,40.28373417,40.00865853,
TSA,8.038087465,8.710820033,9.351963897,9.664861362,9.526282651,10.29985202,11.15643172,10.93920555,11.60013974,12.10187415,12.84776219,13.82638666,14.43646758,13.69567698,12.22928646,13.08506772,16.658789,17.30583972,18.41033019,19.72388994,19.32653635,20.00304786,21.62187047,22.18458106,23.18237751,23.81102199,25.03246805,24.5034303,24.40524312,25.33534139,23.92220829,22.43960621,23.19334855,22.67908081,22.68517118,22.82494203,23.32108526,23.52270259,23.73034816,25.16460312,26.00091423,26.47025149,29.38317799,29.26309432,33.32623375,36.601413,39.60502396,41.66818388,44.58669459,43.6088869,46.06617403,46.38985022,46.43698771,46.54651866,46.4758982,46.44849868,44.19536909,44.5395242,45.88450308,46.44818947,49.43060209,46.6264287,,
TSS,,,,,,30.10165654,29.82721284,31.76893401,31.43647876,31.94586123,29.71871692,32.8455698,30.97469655,32.35319395,29.78063997,30.24649083,27.30156407,28.4587839,29.96510002,28.50188528,29.84089478,21.62086903,22.51717622,27.63051017,27.978487,26.14375809,29.08479793,32.39918541,32.21712195,33.50298543,33.51176609,,46.49100444,47.28410426,49.91343368,45.8103914,40.53178053,39.52442985,36.95009975,55.74555303,51.46846285,50.6215935,38.89835122,46.56408043,51.83911985,53.75307734,55.48974973,56.09247745,46.71756917,49.01373896,50.31515511,45.91558036,45.5714417,42.38311922,41.35136382,40.98851702,41.00420684,42.95429053,40.56697377,39.64922304,37.33655167,35.60710764,35.78806524,
TTO,8.472183307,7.92781006,8.797221133,8.196447077,9.603418161,11.38037539,12.79922624,13.92328602,13.36803356,17.44096509,20.10099167,20.41219535,24.15085275,22.83363321,15.87759715,16.7562873,20.48436055,23.38705395,27.381397,24.85560145,22.11880262,24.18449437,25.04888161,30.4379327,32.63254015,32.33689337,34.2838934,35.49559981,34.13653457,33.64665542,29.84493245,33.7277136,33.35049161,31.99716652,26.0155501,27.5716075,28.31638376,33.12909422,35.40840957,33.9004036,31.9045427,47.41287955,47.15027389,39.33872634,37.96116536,33.49220255,32.69499242,32.05282277,26.70825241,35.95344207,30.84546084,28.12563979,26.78893256,26.49376822,27.47909403,32.34516039,36.50355121,37.16184695,37.84968916,40.9290772,46.63637691,40.32773036,35.01189407,
TUN,,,,,,29.28675764,33.32369625,35.77280702,36.22659558,36.25118133,35.86791953,34.67827962,33.70154567,37.73403978,37.37175346,43.42339497,45.91107087,47.67571513,48.73968356,46.59801506,46.44948454,51.29507448,56.30340937,60.14294032,62.51548562,66.80250203,71.18596726,,,,,,66.17026368,67.18036555,67.5439869,68.43199545,63.23668987,58.9446246,59.91141275,59.46891512,59.98880863,61.51107842,62.30334456,60.74814549,58.9507808,58.29170548,57.32979137,57.8418835,59.88464391,62.24744364,65.88837818,72.81949808,72.60676389,73.11047041,73.94690035,74.79176568,76.95089252,81.71259907,,,,,,
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.37664498,37.08021994,44.36220796,49.05642437,51.83807334,60.25285708,63.46721833,66.47789735,69.37306617,70.48305121,67.5012171,65.50940122,75.15153862,72.35031566,54.50021752,
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.583476492,14.05972387,13.90199508,14.0301195,9.744669963,10.79703872,9.699473697,6.655024003,3.093606027,3.545348221,2.940981784,3.191841582,3.112802581,4.114288714,5.222258305,6.190175008,7.107231401,7.825384463,9.790020028,11.46894867,11.91102554,11.26738836,11.71826227,12.35496321,12.81844889,12.5373333,13.30373481,14.61353808,13.6703068,13.07651278,12.7000394,12.63830815,12.43518081,12.97761267,15.16521542,
UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65640252,12.16764942,12.22623024,12.90355961,13.76861154,13.64008878,13.4819167,13.63922942,13.80506371,14.22040164,14.78696653,,
UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56384289,87.34997514,75.75190257,68.48385858,66.98381047,70.69117175,75.22884563,56.65775413,47.30713009,38.3051473,34.51185864,30.02706859,28.17515425,23.55564887,23.48871805,
UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.38870676,57.44990582,62.21871587,61.52645286,57.90548284,63.22339886,68.39458466,65.74113881,63.04471689,64.31235107,67.26105506,65.01023044,77.75210732,78.95717611,79.58291119,85.11085825,90.8259977,97.28172678,109.011378,111.4392738,109.8958207,116.4548078,121.5553254,138.6801019,135.3972954,145.1257137,
URY,30.95172414,29.32386364,30.79896907,31.26609442,35.0358209,32.93260474,18.72102564,17.54680978,12.48173207,11.4606719,15.7290566,17.72967538,21.73292032,12.17363155,18.72874188,20.17444065,22.34369323,25.7328905,29.34125865,33.94831982,37.23591167,40.42415806,72.38234399,57.96174349,52.82851831,55.28629207,46.77741229,37.05291261,38.31548547,36.33086492,32.43984008,25.51205009,25.31990378,24.86348115,23.85579907,26.43822057,26.80770338,25.90578431,40.521269,43.5957665,45.09422693,53.85388568,70.51173827,43.18654311,24.1933896,22.47494307,23.75193528,23.02997259,27.16853395,19.8647261,21.40403612,21.97399051,22.17052919,24.37688152,25.16679317,27.81400853,25.68158189,23.92629738,24.99898726,25.37911415,27.82875633,26.42099106,26.40798365,
USA,70.87483112,75.08011696,75.55093829,80.29437955,83.14270949,86.13702154,83.50616802,87.01833295,87.85058724,86.75950943,87.67668434,91.11707885,95.79130338,94.83886997,92.28667856,90.47470672,89.88468586,90.17645152,91.63124374,92.94553229,94.35486599,89.23800767,92.61092632,96.1092728,96.79606787,103.684613,110.1617105,112.619055,113.6908621,117.5399525,114.7914257,119.1776729,118.2431638,120.9945322,120.1830353,130.1685995,137.6657111,146.5798202,157.804636,171.6142203,162.6203055,170.8494222,162.4042708,177.4002425,184.8055464,188.6330421,198.2838461,206.3513529,185.1256445,187.47999,181.9207458,174.4746025,175.4438195,184.5728581,185.3990043,180.7320802,183.6442219,191.6300551,180.4618484,191.2412548,215.7781448,216.3080171,,
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.327726663,10.02973161,10.30962587,11.75377345,15.78992133,22.67634714,28.86499317,35.49648121,35.61995411,36.65757399,
VCT,,,,,,,,,,,,,,,,36.52763526,30.9659737,26.92236229,29.21825055,28.31316503,30.60063485,31.88326175,27.33974973,29.55047542,25.02362615,27.29987262,24.90985358,27.86563747,29.41257201,32.73960555,31.48399821,34.68868089,34.43729347,34.40720283,36.48397912,40.67133916,44.56079194,47.62167458,48.21911833,51.72114054,51.24287477,48.52935884,48.09423564,46.37664205,43.31809712,43.31345653,44.61127613,46.26822601,46.40558433,48.55204837,49.00963614,50.19524709,51.49668609,49.75579074,49.25450291,49.46079955,48.05928264,46.70722717,44.43152168,43.59916554,47.26936845,47.09622081,42.95395356,
VEN,15675.2756,14809.05861,14.22523285,13.88212266,14.75488958,15.59419908,15.26267841,15.79027027,16.27195216,17.08791565,16.72638155,16.79284577,18.22265943,19.38924003,16.91278935,24.30066555,29.15857414,29.99576124,33.45971844,28.47793123,27.46558825,26.69651623,29.24231292,30.66115418,24.67269897,24.88022361,30.61324033,28.89741981,29.99233925,20.18590258,16.58778876,18.41384274,18.58833741,15.76515021,9.198434337,8.655919769,8.126613469,12.60689645,12.04051444,11.21428579,10.48384232,12.37006674,10.12716637,8.906126215,11.08177213,13.21487177,17.03713287,23.48117247,21.46967381,23.61362868,18.85433542,20.47422565,25.30374966,29.89614969,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65691022,16.52946427,,18.48467225,18.67003595,19.84884112,20.12386314,28.18658706,35.25907401,39.29039363,43.13077449,48.37235081,58.72243079,60.46678778,65.35954237,85.63968738,82.87277097,103.3223538,90.3531701,79.94308182,75.54939137,77.55811082,80.00103149,90.39922733,98.85896077,103.9720323,105.2759847,108.0319009,115.5253499,124.3973534,126.3806918,
VUT,,,,,,,,,,,,,,,,,,,,30.24390613,31.97196713,31.37526268,29.52614379,29.9382769,28.05328869,27.34568343,29.52528608,30.20541775,30.9420658,31.28099821,33.97480904,30.37389371,35.88219663,35.36552347,33.88821497,32.91310414,34.17061644,30.96921471,32.46386821,35.95987628,31.54611255,33.43318837,37.09012667,38.54497072,39.79175306,43.59995365,42.44131575,43.79495633,55.05525116,64.83207945,67.58730771,69.3541401,73.70882013,72.62001208,75.69354454,72.50271927,69.13405375,64.4838641,61.49852496,59.08729478,60.21145397,59.61048543,55.20401998,
WLD,206.274444,201.9732702,58.25255416,61.39371986,63.01599778,65.00285327,64.38963853,66.89106112,68.14147096,,71.46072731,75.02670798,,,,,,,,,,75.09474449,78.02017381,81.67703807,84.10633342,89.58368388,99.6233508,106.0064039,,116.0349858,,,,122.2273878,120.8801431,121.3560449,120.7928157,123.604889,129.0641682,139.3158214,134.7826818,123.7541671,120.9029107,124.6995888,124.510536,125.2032447,127.7977267,128.0341379,120.0420245,124.6844297,119.4950315,115.1772725,116.0188413,118.1652572,119.7941167,123.3027462,125.106353,126.032077,125.5259713,130.8739594,146.923844,143.87926,,
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.37089059,57.19939746,57.04432211,61.98594054,63.55814205,65.12500353,67.81505831,72.85790155,72.12327575,75.6587264,77.64804712,81.5490929,83.25522043,87.01039516,96.66970519,94.98336437,
XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.08842579,38.70989649,38.68985681,38.47633464,37.8965812,36.6983135,37.01186277,37.29575218,38.95386536,41.66074258,44.4606205,46.67218235,51.62434242,50.7890551,52.54346362,
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.219792103,4.94373538,4.65483189,4.846797084,4.202767195,4.604806156,3.014533477,3.888261825,5.349375629,5.246512816,4.860630017,5.734765817,5.801288281,6.366397792,7.16253623,6.939312159,6.913219608,8.184084966,7.704922009,7.735476025,6.28934065,5.068725811,4.645404088,5.636719541,,,,,,,,,,
ZAF,,,,,,58.71665774,57.40271894,56.83656314,54.80134075,56.18902217,57.63822908,58.12410416,57.2086915,57.94372482,55.0149344,56.69019855,54.7326943,53.87482241,53.40694358,52.06801055,50.08529948,53.92211796,55.29482396,58.84009293,61.75956616,65.19769036,64.85738405,65.22541338,66.75334619,69.14079289,71.93819892,,90.98307672,95.82825572,101.0586032,105.0070844,105.5438686,102.3654612,103.7189432,118.1744005,117.0953665,121.0697456,97.31737283,102.7677012,112.8209134,122.283168,139.0073677,142.4220455,125.9558803,121.0945463,124.0938999,118.970676,125.1677855,127.0292725,128.8383748,127.2032442,124.3604961,127.0302839,118.380858,117.1855569,108.952584,93.17613039,92.2340411,
ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69295912,15.85901905,15.81697364,17.08812469,19.76483406,15.44212051,14.90601054,14.97371923,15.62618991,15.18626699,11.35950446,12.97508883,
ZWE,,,,,,,,,,,,,,,,,,,,0.007725797,,1.631430554,0.690890724,3.992056061,10.48467884,11.99341673,12.13666463,15.70636724,19.4247209,25.07505531,12.37787307,15.28035698,18.70318763,21.80480661,21.22171031,24.79000928,21.54409091,26.58099655,24.81541915,16.16158328,21.56249904,27.72415723,84.81197208,53.16815667,17.04778478,14.94879881,,,,7.159107402,13.54362895,18.98323589,20.14062022,18.7319126,19.21037138,18.31568566,17.09856236,16.8751082,5.830264969,5.237706364,5.415074173,6.988542902,8.78568463,
